order_id,order_datetime,items_count,distance_km,is_express_delivery,vehicle_type,base_speed_kmh,restaurant_city,is_fast_food,prep_time_avg,temperature,precip_mm,wind_speed,traffic_level
98256,2024-07-20 17:38:00,2,3.7,0,car,55.0,Moscow,1,11,2.5,0.56,9.5,3.0
98257,2024-06-21 20:55:00,2,2.89,0,car,55.0,SPB,0,17,13.5,8.4,3.2,3.0
98258,2024-01-11 19:03:00,2,2.64,0,car,55.0,SPB,1,10,3.8,11.04,15.8,4.0
98259,2025-04-28 04:45:00,3,6.52,0,car,55.0,SPB,1,5,31.6,3.03,15.0,3.0
98260,2025-03-04 02:44:00,2,1.71,0,car,55.0,SPB,0,37,18.4,1.28,17.8,3.0
98261,2025-01-01 05:49:00,2,3.8,0,scooter,53.69711497645374,Moscow,0,26,-4.6,10.43,1.0,4.0
98262,2025-06-10 02:16:00,3,1.78,0,car,55.0,Moscow,0,20,13.9,2.49,17.3,4.0
98263,2025-01-28 13:33:00,3,3.31,0,bike,37.632500976867355,Moscow,1,9,11.0,10.67,14.9,4.0
98264,2024-12-14 03:40:00,4,2.58,0,bike,34.21679163845626,Moscow,1,10,-7.3,0.29,16.8,4.0
98265,2025-05-02 15:44:00,7,3.16,0,bike,40.142580832377945,Kazan,0,35,28.1,2.73,12.9,2.0
98266,2025-05-30 23:04:00,4,2.91,0,scooter,48.70580908301911,Moscow,1,7,23.6,4.14,5.4,4.0
98267,2025-03-21 14:12:00,4,3.38,0,bike,36.82146628990283,Kazan,1,13,22.8,1.05,12.7,2.0
98268,2024-01-06 11:52:00,1,5.36,0,car,55.0,Moscow,1,6,0.3,17.65,22.0,4.0
98269,2024-04-28 22:29:00,2,1.39,0,scooter,55.0,SPB,1,11,32.4,0.41,15.1,2.0
98270,2024-05-12 20:21:00,2,6.88,0,scooter,52.378878477670696,SPB,0,15,22.3,3.54,7.8,
98271,2025-04-25 22:52:00,2,1.88,1,scooter,50.660526107716386,Moscow,1,9,28.7,3.2,6.2,4.0
98272,2025-02-22 05:06:00,6,2.17,1,bike,33.0915722275002,Moscow,1,8,15.5,15.38,5.7,4.0
98273,2024-07-11 03:47:00,5,4.57,0,car,55.0,Kazan,0,18,0.8,5.47,10.0,3.0
98274,2024-09-06 07:01:00,3,4.84,0,scooter,50.19968924951003,SPB,0,37,-13.3,8.02,16.7,3.0
98275,2025-06-24 22:52:00,2,3.52,0,scooter,50.502841360509194,Moscow,0,28,14.5,1.16,10.9,4.0
98276,2024-07-31 03:01:00,3,3.62,0,bike,30.567021598673445,Moscow,1,5,5.4,,18.9,5.0
98277,2025-06-02 17:02:00,2,2.63,0,bike,37.6456880964658,Kazan,1,8,18.9,0.55,12.6,2.0
98278,2024-06-24 01:41:00,3,4.55,0,scooter,47.84167767078809,Moscow,1,12,16.3,0.1,9.6,5.0
98279,2024-10-07 17:47:00,1,0.81,0,car,55.0,Kazan,1,12,-24.8,1.63,9.2,2.0
98280,2024-08-18 12:29:00,1,0.57,0,bike,37.6456880964658,Kazan,1,5,-10.0,7.56,16.0,1.0
98281,2025-05-27 01:03:00,4,4.27,0,scooter,55.0,Kazan,0,34,15.4,5.85,5.7,
98282,2025-02-08 05:36:00,5,5.13,0,scooter,55.0,Moscow,0,17,20.6,10.46,0.6,3.0
98283,2025-02-25 14:14:00,1,3.1,0,car,55.0,Moscow,1,10,21.2,2.46,9.7,4.0
98284,2025-02-12 04:36:00,3,3.14,1,bike,30.444795647135667,Kazan,0,17,22.0,10.48,18.3,2.0
98285,2024-05-20 12:59:00,1,0.74,0,car,55.0,Moscow,1,9,19.1,0.8,2.2,4.0
98286,2025-02-26 12:33:00,5,3.81,0,car,55.0,SPB,1,7,19.3,13.35,19.5,3.0
98287,2024-11-19 23:58:00,2,6.71,0,bike,34.60585913965475,SPB,1,5,-19.2,1.24,14.3,4.0
98288,2024-08-22 18:53:00,4,5.02,0,car,55.0,SPB,0,15,-15.3,3.61,0.8,4.0
98289,2025-05-10 18:48:00,2,3.4,0,bike,34.302746560329744,Kazan,0,20,26.7,2.96,6.7,1.0
98290,2024-01-08 08:58:00,8,1.97,0,car,55.0,SPB,0,21,-3.3,8.24,15.7,3.0
98291,2024-01-21 20:36:00,3,4.74,0,bike,36.862403291529105,Moscow,1,5,7.5,15.17,23.5,3.0
98292,2025-05-29 08:23:00,3,5.52,0,car,55.0,Moscow,0,26,18.8,0.76,0.0,4.0
98293,2025-06-23 22:36:00,3,4.2,0,car,55.0,SPB,1,11,13.0,5.4,16.1,3.0
98294,2024-02-08 22:52:00,3,3.4,0,bike,35.76167786475204,Kazan,0,37,11.4,1.05,8.3,2.0
98295,2024-10-16 02:16:00,3,12.3,0,scooter,46.0651894724839,Moscow,0,32,-15.0,3.37,4.0,5.0
98296,2025-01-16 14:39:00,4,2.95,1,car,55.0,SPB,1,7,4.6,5.32,6.9,4.0
98297,2024-02-23 10:56:00,2,2.98,0,car,55.0,Moscow,1,6,10.4,1.48,9.4,4.0
98298,2024-11-06 18:32:00,2,1.28,0,car,55.0,SPB,0,24,-22.2,3.33,21.0,3.0
98299,2024-03-20 18:34:00,1,3.89,0,scooter,42.15405365401788,SPB,1,7,31.9,0.4,12.7,3.0
98300,2025-02-14 06:03:00,1,5.07,0,scooter,54.257799958411795,Moscow,0,28,18.6,1.46,16.2,4.0
98301,2024-11-05 12:42:00,2,0.53,0,car,55.0,Moscow,0,16,-14.2,0.06,2.3,5.0
98302,2024-05-04 02:24:00,2,3.38,0,bike,30.444795647135667,Moscow,1,10,30.0,5.59,4.6,4.0
98303,2024-07-12 23:17:00,3,4.02,0,car,55.0,Moscow,0,35,2.5,2.55,6.7,4.0
98304,2024-07-06 17:56:00,5,3.84,1,scooter,53.88993581645081,Kazan,0,34,10.5,,19.4,1.0
98305,2025-06-17 00:57:00,1,1.16,0,bike,38.07269195618679,Moscow,0,23,16.2,8.49,0.8,5.0
98306,2024-11-08 05:32:00,4,3.55,1,car,55.0,SPB,1,6,-21.1,0.05,9.7,3.0
98307,2025-01-22 17:24:00,4,1.19,0,car,55.0,Kazan,0,32,2.0,2.58,3.9,2.0
98308,2024-02-15 09:38:00,3,1.23,0,bike,34.21679163845626,Moscow,0,20,16.6,0.81,23.6,5.0
98309,2024-12-25 14:12:00,2,3.3,0,scooter,38.31527511177083,SPB,0,37,-7.8,17.49,18.3,3.0
98310,2024-04-23 12:09:00,2,0.96,0,bike,41.219692330682875,SPB,0,36,30.8,19.52,9.8,4.0
98311,2024-09-04 14:43:00,5,8.01,1,car,55.0,Moscow,1,6,-18.7,0.55,12.7,5.0
98312,2024-01-16 05:10:00,2,1.07,0,car,55.0,Moscow,1,13,4.6,2.09,19.5,5.0
98313,2024-11-15 06:03:00,2,3.32,0,bike,33.503041454143556,Moscow,1,13,-16.7,13.33,5.5,5.0
98314,2025-01-23 09:26:00,5,4.84,0,car,55.0,SPB,1,5,-3.7,3.44,2.7,3.0
98315,2025-05-03 11:02:00,2,2.93,0,car,55.0,SPB,0,17,22.6,6.98,0.7,2.0
98316,2024-07-18 05:02:00,3,2.62,0,scooter,50.81018222286416,Kazan,0,30,0.2,0.13,3.7,2.0
98317,2025-01-31 03:25:00,4,4.93,0,scooter,44.150599250049076,Moscow,1,6,11.9,1.45,17.2,4.0
98318,2024-10-09 04:12:00,2,3.75,0,car,55.0,Kazan,0,27,-22.5,0.26,2.4,2.0
98319,2024-07-28 00:05:00,3,3.01,0,scooter,50.660526107716386,SPB,0,20,-5.3,5.83,14.7,3.0
98320,2024-04-18 22:18:00,4,2.29,0,bike,42.40735828019987,Moscow,1,5,33.6,0.33,16.9,4.0
98321,2025-01-27 01:28:00,2,3.83,0,car,55.0,Kazan,0,30,2.6,1.72,3.7,2.0
98322,2024-04-26 12:40:00,3,0.73,0,scooter,54.69739406908258,Moscow,0,35,30.0,2.06,7.3,4.0
98323,2025-02-21 16:41:00,3,5.43,0,car,55.0,SPB,1,13,27.2,1.89,9.9,3.0
98324,2024-05-11 14:46:00,2,4.48,0,bike,41.219692330682875,SPB,0,23,25.1,4.07,14.7,2.0
98325,2024-01-08 22:00:00,4,8.81,1,bike,42.8376824131858,Kazan,0,27,-0.4,1.22,16.5,2.0
98326,2024-08-26 09:32:00,4,2.95,0,car,55.0,Kazan,0,25,-10.1,1.65,9.8,2.0
98327,2025-03-08 09:42:00,4,9.9,0,scooter,40.06698260588018,Kazan,1,5,17.0,4.46,7.1,2.0
98328,2025-05-05 20:27:00,2,1.15,0,scooter,55.0,Kazan,1,8,21.8,4.09,6.9,2.0
98329,2024-04-08 01:30:00,2,2.35,0,car,55.0,Moscow,0,18,27.9,4.96,15.3,4.0
98330,2025-03-07 11:05:00,4,2.74,0,scooter,49.49166115263669,Kazan,0,19,17.0,3.85,17.8,2.0
98331,2025-06-05 01:36:00,2,5.48,0,car,55.0,Moscow,1,8,22.9,3.04,10.0,5.0
98332,2025-03-26 00:19:00,7,2.72,0,car,55.0,SPB,0,16,27.5,6.28,6.5,4.0
98333,2024-12-29 06:40:00,1,1.14,0,car,55.0,Moscow,0,39,-6.6,5.86,14.7,3.0
98334,2024-03-26 01:56:00,2,3.19,0,car,55.0,Kazan,0,24,25.0,2.94,1.7,2.0
98335,2024-02-15 04:31:00,2,1.29,0,car,55.0,Moscow,1,14,16.6,0.81,23.6,5.0
98336,2024-12-16 13:01:00,2,1.4,0,bike,35.574343203740504,Kazan,1,13,-10.7,2.12,16.4,2.0
98337,2024-07-15 08:07:00,2,1.86,0,car,55.0,SPB,0,15,1.8,,11.7,3.0
98338,2024-01-08 02:28:00,3,2.35,0,car,55.0,SPB,1,7,-3.3,8.24,15.7,3.0
98339,2024-04-06 21:03:00,1,3.96,0,scooter,53.88993581645081,Moscow,1,6,34.3,6.85,,4.0
98340,2024-07-26 12:25:00,7,0.09,0,car,55.0,Moscow,1,9,0.4,1.99,18.1,4.0
98341,2024-06-29 10:27:00,2,0.74,1,bike,39.395918500296126,Moscow,0,26,9.2,0.67,15.3,4.0
98342,2024-04-23 13:37:00,2,4.58,0,car,55.0,Kazan,0,20,25.9,2.73,18.5,3.0
98343,2024-05-31 19:32:00,4,2.89,0,bike,37.632500976867355,Kazan,1,14,20.1,8.04,13.2,3.0
98344,2024-02-14 01:33:00,5,1.71,0,car,55.0,Moscow,0,18,20.1,8.75,7.3,5.0
98345,2024-07-14 18:16:00,3,4.64,0,car,55.0,Kazan,1,8,,20.42,19.0,1.0
98346,2024-06-29 19:05:00,2,3.56,0,car,55.0,Moscow,1,6,9.2,0.67,15.3,4.0
98347,2025-05-17 03:11:00,2,1.04,0,bike,36.862403291529105,Moscow,0,30,24.1,4.37,19.3,3.0
98348,2024-11-13 22:05:00,3,9.79,0,scooter,55.0,Kazan,0,35,-32.9,4.25,6.8,3.0
98349,2024-06-03 02:21:00,2,3.76,0,car,55.0,SPB,0,15,13.2,10.84,10.3,
98350,2024-02-18 06:26:00,2,5.65,0,car,55.0,Moscow,1,12,16.0,3.1,0.1,4.0
98351,2025-03-13 11:51:00,6,5.62,0,car,55.0,SPB,0,20,20.6,1.27,19.3,3.0
98352,2024-12-19 22:58:00,3,2.4,0,car,55.0,Moscow,1,12,-0.4,6.56,20.5,
98353,2025-01-26 13:16:00,4,4.24,0,car,55.0,Moscow,0,35,10.8,,21.9,3.0
98354,2024-11-14 21:44:00,4,2.91,0,car,55.0,Moscow,0,35,-13.2,2.84,2.7,4.0
98355,2024-03-01 16:44:00,2,1.68,0,scooter,38.31527511177083,Moscow,0,39,24.7,0.0,2.9,4.0
98356,2024-03-18 04:09:00,5,1.25,0,scooter,55.0,Moscow,1,11,30.1,4.24,5.3,4.0
98357,2024-01-28 14:31:00,4,2.03,0,car,55.0,Kazan,1,9,7.8,7.92,10.9,1.0
98358,2024-01-25 10:50:00,3,0.89,1,car,55.0,Kazan,1,5,8.3,1.51,23.5,3.0
98359,2025-05-15 06:56:00,3,0.69,0,bike,34.60585913965475,SPB,0,16,16.9,3.16,8.5,4.0
98360,2025-03-13 17:52:00,4,3.82,0,scooter,49.86328877279848,SPB,0,16,20.6,1.27,19.3,3.0
98361,2025-04-04 23:33:00,3,4.56,0,car,55.0,Moscow,1,5,27.0,2.4,15.8,5.0
98362,2025-04-29 01:07:00,4,0.84,0,scooter,40.06698260588018,SPB,1,9,35.0,5.56,8.6,4.0
98363,2024-10-19 10:46:00,1,1.57,0,bike,36.847051198698445,Kazan,0,30,-23.2,1.36,4.0,1.0
98364,2024-09-23 03:29:00,2,8.65,0,car,55.0,Moscow,1,5,-18.8,2.21,4.7,4.0
98365,2024-04-04 20:23:00,4,1.12,0,car,55.0,Moscow,0,33,25.9,10.79,3.1,4.0
98366,2024-02-05 07:06:00,1,0.99,0,bike,42.8376824131858,Moscow,0,36,9.8,19.15,20.4,4.0
98367,2025-03-06 23:42:00,2,2.08,0,car,55.0,Moscow,1,9,24.6,1.39,12.9,4.0
98368,2024-03-26 18:35:00,2,0.63,0,car,55.0,Moscow,0,28,27.1,2.66,1.4,5.0
98369,2025-05-03 17:08:00,3,1.4,0,car,55.0,Moscow,1,9,32.1,3.71,17.3,3.0
98370,2025-03-06 15:42:00,4,0.62,1,bike,34.88035136798393,SPB,1,6,18.9,,7.1,3.0
98371,2024-11-13 13:36:00,3,0.32,0,scooter,48.34342395184287,Kazan,1,12,-32.9,4.25,6.8,3.0
98372,2024-06-30 15:18:00,2,5.25,0,car,55.0,SPB,1,10,7.4,0.91,5.0,3.0
98373,2024-10-23 00:53:00,3,4.99,0,car,55.0,SPB,0,16,-23.3,4.41,18.4,3.0
98374,2025-04-10 01:39:00,2,1.19,0,car,55.0,Kazan,1,9,28.9,6.54,1.6,2.0
98375,2024-06-13 03:47:00,3,1.29,0,car,55.0,SPB,0,35,20.3,1.92,1.5,4.0
98376,2025-04-28 22:59:00,7,4.82,0,bike,37.32002871481163,Kazan,1,13,28.1,0.27,3.7,3.0
98377,2025-06-10 09:02:00,4,5.39,0,car,55.0,SPB,0,28,18.5,1.18,15.2,3.0
98378,2024-05-06 23:48:00,1,7.58,0,car,55.0,Kazan,1,12,24.7,0.99,18.6,2.0
98379,2024-11-16 23:34:00,2,0.76,0,car,55.0,Moscow,0,18,-15.9,2.83,1.6,3.0
98380,2025-03-14 03:39:00,2,2.66,0,scooter,43.16043291364058,Moscow,0,39,29.6,4.4,12.7,4.0
98381,2025-06-13 03:41:00,2,1.6,0,bike,43.1943022875045,Kazan,1,14,21.8,1.45,4.6,2.0
98382,2025-01-17 08:38:00,4,0.41,0,car,55.0,SPB,0,22,11.9,11.67,8.3,3.0
98383,2024-03-17 12:46:00,7,6.91,0,car,55.0,Moscow,0,19,25.6,6.32,16.2,4.0
98384,2024-09-01 01:59:00,5,4.87,0,bike,31.260861704088715,SPB,0,20,-11.2,2.53,5.5,2.0
98385,2024-07-14 03:07:00,6,2.94,0,car,55.0,Moscow,1,11,5.3,3.54,4.2,3.0
98386,2025-03-08 21:33:00,2,2.3,0,car,55.0,SPB,0,16,17.5,5.1,6.7,2.0
98387,2025-04-29 11:21:00,6,1.31,0,car,55.0,Moscow,1,10,34.0,1.66,11.0,5.0
98388,2024-12-28 19:57:00,6,0.53,0,scooter,55.0,Moscow,1,8,2.9,2.83,4.0,3.0
98389,2025-06-29 22:24:00,4,5.52,0,car,55.0,Moscow,1,6,17.5,7.29,11.2,3.0
98390,2025-05-29 05:56:00,4,5.81,0,car,55.0,SPB,0,31,14.2,0.9,8.8,3.0
98391,2025-06-06 07:04:00,2,5.2,0,scooter,48.67898980658732,SPB,0,23,,8.29,7.7,3.0
98392,2024-03-09 21:14:00,1,2.11,1,bike,38.3374319784028,Moscow,1,7,23.1,3.35,15.7,4.0
98393,2024-12-09 21:14:00,2,1.0,0,scooter,54.20006938556093,Moscow,0,33,-6.0,0.93,22.7,5.0
98394,2024-09-23 18:28:00,5,4.73,1,bike,35.23265629823605,Moscow,1,11,-18.8,2.21,4.7,4.0
98395,2024-07-13 15:01:00,3,2.04,0,scooter,46.44408516513773,Kazan,0,39,3.7,10.51,18.1,1.0
98396,2024-05-13 16:16:00,2,1.18,0,car,55.0,SPB,0,24,29.4,0.5,16.6,4.0
98397,2024-12-28 16:06:00,2,3.19,0,car,55.0,Moscow,0,34,2.9,2.83,4.0,3.0
98398,2024-03-08 11:29:00,2,5.12,0,bike,35.086380143438284,Moscow,1,10,15.8,0.46,14.1,4.0
98399,2024-10-05 12:51:00,1,6.22,0,car,55.0,Moscow,1,8,-15.3,0.44,0.2,4.0
98400,2025-02-28 20:32:00,2,1.92,0,car,54.680479951338505,Moscow,0,26,28.4,0.34,1.8,4.0
98401,2025-01-04 16:43:00,1,0.66,0,car,55.0,Moscow,0,38,-0.3,14.45,8.5,3.0
98402,2024-05-05 21:25:00,7,8.14,0,car,55.0,SPB,0,23,25.3,11.69,10.6,2.0
98403,2024-12-29 12:01:00,3,3.26,0,car,55.0,Moscow,1,12,-6.6,5.86,14.7,3.0
98404,2024-07-22 10:22:00,2,2.69,0,scooter,49.6149146410911,Moscow,1,10,3.9,1.06,11.2,4.0
98405,2025-06-14 10:23:00,2,2.66,1,car,55.0,Kazan,0,39,12.5,0.93,8.4,1.0
98406,2025-01-09 14:00:00,4,1.03,0,car,55.0,SPB,0,37,3.2,1.34,16.8,3.0
98407,2024-06-15 09:18:00,3,7.88,0,bike,37.26218109219517,Kazan,0,27,16.2,9.42,8.3,1.0
98408,2024-01-22 14:19:00,2,5.02,0,car,55.0,SPB,0,17,2.0,7.16,2.3,4.0
98409,2024-12-27 01:29:00,1,4.99,0,bike,42.191249465282176,Moscow,0,39,-0.7,1.23,22.6,4.0
98410,2024-09-15 18:52:00,3,1.17,0,car,55.0,SPB,0,29,-22.7,1.57,13.8,
98411,2025-03-01 23:01:00,3,5.78,1,car,55.0,Kazan,1,12,18.2,4.15,15.4,2.0
98412,2024-07-16 22:18:00,3,7.62,0,car,55.0,Moscow,0,20,8.7,3.29,7.0,4.0
98413,2024-09-19 04:02:00,3,8.63,0,scooter,48.67898980658732,Kazan,1,5,-18.0,0.23,18.8,3.0
98414,2025-02-11 16:39:00,2,3.36,0,car,55.0,Moscow,0,30,14.3,5.78,13.8,4.0
98415,2024-11-20 22:32:00,4,2.19,0,scooter,48.67898980658732,Moscow,0,36,-11.8,0.58,19.4,4.0
98416,2024-02-16 13:08:00,1,3.75,0,car,55.0,Moscow,1,9,12.7,3.97,11.0,4.0
98417,2024-04-21 10:38:00,2,0.49,0,car,55.0,Kazan,0,25,20.3,1.04,13.0,2.0
98418,2024-03-26 06:52:00,3,1.46,0,car,55.0,Moscow,1,13,27.1,2.66,1.4,5.0
98419,2024-09-13 14:21:00,4,5.23,0,car,55.0,SPB,1,5,-19.5,7.18,7.0,3.0
98420,2025-04-03 03:00:00,3,1.59,0,bike,32.37325941116156,SPB,0,26,32.6,2.72,5.0,3.0
98421,2024-07-18 18:40:00,2,0.37,0,car,55.0,Moscow,0,16,5.5,,15.9,5.0
98422,2024-03-23 07:30:00,1,5.78,0,car,55.0,SPB,0,37,29.7,21.09,13.8,2.0
98423,2025-05-08 23:58:00,2,10.84,0,car,55.0,Moscow,0,39,20.4,1.32,12.7,5.0
98424,2024-07-26 14:59:00,4,1.2,0,car,41.750137119404535,Kazan,0,34,4.7,1.09,16.9,3.0
98425,2024-04-24 03:11:00,3,2.04,0,car,55.0,Moscow,1,9,24.0,1.55,18.5,4.0
98426,2024-09-28 23:46:00,3,3.79,0,scooter,36.42755350070934,Moscow,0,33,-23.2,0.12,11.5,3.0
98427,2024-01-06 15:25:00,3,1.28,0,bike,35.23265629823605,Moscow,1,9,0.3,17.65,22.0,4.0
98428,2024-12-15 17:20:00,3,2.16,0,bike,35.369149670627664,SPB,0,16,-6.7,5.55,10.7,2.0
98429,2024-06-20 23:21:00,3,1.4,0,car,55.0,Moscow,1,10,13.3,8.88,3.0,4.0
98430,2025-04-17 23:23:00,6,2.25,0,scooter,55.0,Moscow,0,35,37.4,5.32,10.8,
98431,2024-08-19 12:29:00,3,3.81,0,bike,31.870139968385395,Moscow,1,6,-8.0,1.95,2.1,4.0
98432,2024-10-03 07:42:00,6,1.3,0,scooter,45.13982819313042,Kazan,1,11,-21.8,0.9,10.6,2.0
98433,2024-10-06 21:20:00,6,1.74,0,car,55.0,Moscow,1,6,-21.3,1.28,17.3,3.0
98434,2025-04-28 09:57:00,5,0.74,0,car,55.0,Moscow,0,31,36.7,0.92,15.1,4.0
98435,2024-04-26 06:25:00,3,6.91,0,bike,37.632500976867355,Kazan,1,8,27.0,5.28,10.8,2.0
98436,2024-04-11 22:00:00,2,9.81,0,bike,42.25170720017491,SPB,1,11,26.5,4.55,4.0,4.0
98437,2025-02-05 02:25:00,3,4.1,0,bike,35.577876365522755,Moscow,1,12,12.4,20.28,7.0,4.0
98438,2025-03-27 20:57:00,3,3.23,1,car,55.0,Kazan,0,25,30.0,1.21,19.7,2.0
98439,2025-04-17 20:32:00,2,10.78,0,car,55.0,Moscow,0,39,37.4,5.32,10.8,
98440,2024-02-10 22:10:00,6,12.72,0,car,55.0,Moscow,0,36,23.1,0.19,12.7,4.0
98441,2025-05-03 17:00:00,1,3.26,0,scooter,55.0,Moscow,1,13,32.1,3.71,17.3,3.0
98442,2024-03-03 04:43:00,2,5.33,1,bike,39.395918500296126,Moscow,0,15,23.6,5.03,19.7,3.0
98443,2024-01-14 03:01:00,1,5.97,0,scooter,48.78408734662869,Moscow,0,30,6.1,4.48,18.1,4.0
98444,2024-11-09 03:15:00,3,1.39,0,car,55.0,SPB,1,8,-18.0,30.7,13.6,2.0
98445,2024-05-11 20:55:00,3,3.58,1,scooter,36.309932338308485,Moscow,1,9,31.6,,1.0,3.0
98446,2025-01-23 13:50:00,2,0.43,0,scooter,48.70580908301911,Kazan,0,20,6.2,0.82,16.5,3.0
98447,2025-04-20 17:43:00,3,4.12,0,scooter,39.091298449230436,Moscow,1,7,37.6,0.5,5.1,3.0
98448,2025-04-16 20:17:00,4,10.91,0,bike,42.40735828019987,Moscow,1,5,30.7,13.29,4.0,4.0
98449,2024-02-02 17:39:00,2,0.42,0,car,55.0,SPB,0,33,9.7,,12.4,3.0
98450,2025-03-24 12:53:00,2,6.87,0,bike,38.3374319784028,Kazan,1,8,14.2,0.11,0.9,2.0
98451,2025-03-08 12:44:00,1,1.11,1,car,55.0,Kazan,0,20,17.0,4.46,7.1,2.0
98452,2025-04-16 15:15:00,4,7.76,0,car,55.0,Kazan,0,32,19.8,0.27,1.7,2.0
98453,2025-03-10 08:10:00,6,2.8,0,car,55.0,Moscow,1,5,21.3,1.23,9.1,4.0
98454,2024-05-12 13:51:00,3,3.33,0,bike,34.06066537047135,Moscow,0,31,23.2,0.46,9.2,3.0
98455,2025-05-11 02:30:00,1,2.59,0,car,55.0,Kazan,1,5,20.1,2.55,12.9,1.0
98456,2024-02-10 20:27:00,2,3.83,0,car,55.0,Moscow,0,37,23.1,0.19,12.7,4.0
98457,2024-04-13 00:43:00,2,8.69,0,bike,34.60585913965475,SPB,0,17,22.9,1.35,5.2,2.0
98458,2024-02-29 14:45:00,3,3.06,0,bike,39.220014514791444,Moscow,1,6,18.0,6.07,1.0,4.0
98459,2025-04-23 05:11:00,4,3.08,0,car,55.0,Kazan,0,37,20.6,8.72,13.8,2.0
98460,2024-10-30 22:50:00,5,2.87,0,car,55.0,Moscow,0,39,-18.9,0.88,14.2,4.0
98461,2024-06-23 10:39:00,4,6.09,0,car,55.0,Moscow,1,6,13.3,0.72,2.2,3.0
98462,2024-07-14 15:56:00,2,3.15,0,scooter,55.0,SPB,0,20,3.8,26.27,13.4,2.0
98463,2024-07-04 11:14:00,4,10.05,0,car,55.0,Kazan,1,9,8.5,0.48,13.9,2.0
98464,2025-01-10 12:23:00,2,3.31,0,car,55.0,Moscow,0,38,0.6,1.36,22.0,4.0
98465,2024-03-06 04:42:00,1,1.66,0,car,45.85950269980694,Moscow,0,16,30.4,5.06,13.2,4.0
98466,2025-06-07 20:36:00,3,5.34,0,car,55.0,Kazan,0,32,21.1,0.24,9.6,1.0
98467,2025-06-01 21:31:00,1,4.56,0,scooter,38.31527511177083,Kazan,0,18,23.3,4.35,1.7,1.0
98468,2024-11-27 11:05:00,1,3.05,0,car,55.0,Moscow,0,39,-8.0,4.61,21.0,5.0
98469,2024-03-14 07:30:00,1,6.33,0,car,55.0,Kazan,1,6,17.9,1.39,4.0,2.0
98470,2024-06-28 02:15:00,4,16.94,0,car,55.0,Kazan,1,7,7.8,2.72,4.0,2.0
98471,2024-05-12 11:04:00,2,1.74,0,scooter,41.544742159650916,Moscow,0,31,23.2,0.46,9.2,3.0
98472,2024-06-01 13:42:00,3,1.6,0,scooter,49.00620380326575,Moscow,1,5,29.9,6.97,1.7,4.0
98473,2024-12-02 15:57:00,4,10.27,0,scooter,46.7981431143761,Kazan,0,32,-18.9,1.29,4.0,3.0
98474,2024-06-02 16:56:00,2,7.58,0,scooter,39.262412605512424,SPB,0,37,22.7,4.92,12.7,2.0
98475,2024-09-14 07:52:00,3,5.27,0,car,55.0,Moscow,0,27,-22.5,0.62,18.8,4.0
98476,2024-05-02 08:04:00,4,0.8,0,scooter,51.84792119327856,Moscow,0,35,31.0,20.55,,4.0
98477,2025-04-20 13:18:00,3,8.38,0,car,55.0,Moscow,0,30,37.6,0.5,5.1,3.0
98478,2025-04-06 11:02:00,3,7.01,0,scooter,40.06698260588018,Moscow,0,31,33.6,0.07,0.7,3.0
98479,2025-05-18 00:04:00,5,5.91,1,scooter,36.309932338308485,SPB,0,21,20.7,8.68,18.1,2.0
98480,2025-01-06 15:42:00,1,1.8,1,car,55.0,SPB,0,21,-9.3,,3.3,3.0
98481,2024-10-20 14:22:00,2,4.73,0,car,55.0,Moscow,1,5,-24.1,5.07,14.4,4.0
98482,2024-06-30 06:27:00,4,3.07,0,car,55.0,Moscow,0,32,10.4,5.21,9.2,3.0
98483,2024-05-05 22:38:00,2,3.01,0,car,55.0,SPB,0,29,25.3,11.69,10.6,2.0
98484,2025-01-11 23:19:00,2,3.94,0,bike,30.997625676503116,Moscow,1,9,-4.1,3.57,3.9,4.0
98485,2024-08-30 17:45:00,4,1.97,0,scooter,55.0,Moscow,1,14,-6.7,4.87,18.4,4.0
98486,2024-09-21 19:54:00,2,5.61,0,bike,36.62098754864886,Moscow,1,14,-16.6,5.21,9.3,3.0
98487,2025-04-12 09:50:00,4,5.91,0,scooter,53.90710727799128,Moscow,0,28,28.7,0.28,13.4,3.0
98488,2025-02-04 11:28:00,4,1.84,0,bike,36.82146628990283,Kazan,0,32,7.4,13.18,17.1,2.0
98489,2024-02-16 18:57:00,3,1.28,0,bike,40.32854369446495,Moscow,0,26,12.7,3.97,11.0,4.0
98490,2024-10-14 16:34:00,2,4.8,0,car,55.0,Kazan,1,5,-24.1,4.13,7.0,
98491,2024-09-17 09:26:00,4,3.71,0,car,55.0,SPB,1,13,-17.7,7.85,13.4,3.0
98492,2024-03-16 06:42:00,6,7.24,0,bike,41.76333005471556,Moscow,1,11,30.2,9.44,9.9,3.0
98493,2024-01-11 11:57:00,4,1.88,0,car,55.0,Kazan,1,9,4.8,,10.7,2.0
98494,2024-02-06 12:31:00,3,1.46,0,car,55.0,Moscow,1,9,13.9,3.52,21.1,4.0
98495,2024-07-10 15:46:00,4,4.24,0,bike,38.56610576982384,SPB,1,6,0.7,19.3,16.6,4.0
98496,2024-01-06 18:26:00,2,3.25,0,scooter,53.88993581645081,SPB,0,33,4.9,,2.6,2.0
98497,2025-02-14 15:46:00,3,3.42,0,car,55.0,SPB,0,26,21.7,8.7,18.1,3.0
98498,2024-12-23 13:56:00,3,1.87,0,car,46.1550413594705,Moscow,1,9,-1.7,8.43,13.7,4.0
